time	valores	x	y	optional
18	30	-7.48333333	-36.28638888	TRUE
19	32	-7.48333333	-36.28638888	TRUE
20	33	-7.48333333	-36.28638888	TRUE
21	49	-7.48333333	-36.28638888	TRUE
22	55	-7.48333333	-36.28638888	TRUE
23	56	-7.48333333	-36.28638888	TRUE
24	61	-7.48333333	-36.28638888	TRUE
1	73	-3.83222221	-38.53777777	TRUE
2	73	-3.83222221	-38.53777777	TRUE
3	73	-3.83222221	-38.53777777	TRUE
4	74	-3.83222221	-38.53777777	TRUE
5	73	-3.83222221	-38.53777777	TRUE
6	69	-3.83222221	-38.53777777	TRUE
7	69	-3.83222221	-38.53777777	TRUE
8	68	-3.83222221	-38.53777777	TRUE
9	69	-3.83222221	-38.53777777	TRUE
10	69	-3.83222221	-38.53777777	TRUE
11	62	-3.83222221	-38.53777777	TRUE
12	56	-3.83222221	-38.53777777	TRUE
13	49	-3.83222221	-38.53777777	TRUE
14	39	-3.83222221	-38.53777777	TRUE
15	31	-3.83222221	-38.53777777	TRUE
16	35	-3.83222221	-38.53777777	TRUE
17	35	-3.83222221	-38.53777777	TRUE
18	36	-3.83222221	-38.53777777	TRUE
19	49	-3.83222221	-38.53777777	TRUE
20	54	-3.83222221	-38.53777777	TRUE
21	59	-3.83222221	-38.53777777	TRUE
22	63	-3.83222221	-38.53777777	TRUE
23	66	-3.83222221	-38.53777777	TRUE
24	67	-3.83222221	-38.53777777	TRUE
1	68	-4.24305555	-44.79499999	TRUE
2	72	-4.24305555	-44.79499999	TRUE
3	76	-4.24305555	-44.79499999	TRUE
4	78	-4.24305555	-44.79499999	TRUE
5	80	-4.24305555	-44.79499999	TRUE
6	82	-4.24305555	-44.79499999	TRUE
7	84	-4.24305555	-44.79499999	TRUE
8	85	-4.24305555	-44.79499999	TRUE
9	88	-4.24305555	-44.79499999	TRUE
10	90	-4.24305555	-44.79499999	TRUE
11	80	-4.24305555	-44.79499999	TRUE
12	71	-4.24305555	-44.79499999	TRUE
13	58	-4.24305555	-44.79499999	TRUE
14	51	-4.24305555	-44.79499999	TRUE
15	41	-4.24305555	-44.79499999	TRUE
16	35	-4.24305555	-44.79499999	TRUE
17	31	-4.24305555	-44.79499999	TRUE
18	28	-4.24305555	-44.79499999	TRUE
19	25	-4.24305555	-44.79499999	TRUE
20	27	-4.24305555	-44.79499999	TRUE
21	26	-4.24305555	-44.79499999	TRUE
22	32	-4.24305555	-44.79499999	TRUE
23	56	-4.24305555	-44.79499999	TRUE
24	65	-4.24305555	-44.79499999	TRUE
1	72	-12.51666666	-40.3	TRUE
2	76	-12.51666666	-40.3	TRUE
3	81	-12.51666666	-40.3	TRUE
4	84	-12.51666666	-40.3	TRUE
5	86	-12.51666666	-40.3	TRUE
6	87	-12.51666666	-40.3	TRUE
7	89	-12.51666666	-40.3	TRUE
8	90	-12.51666666	-40.3	TRUE
9	89	-12.51666666	-40.3	TRUE
10	88	-12.51666666	-40.3	TRUE
11	84	-12.51666666	-40.3	TRUE
12	76	-12.51666666	-40.3	TRUE
13	70	-12.51666666	-40.3	TRUE
14	58	-12.51666666	-40.3	TRUE
15	52	-12.51666666	-40.3	TRUE
16	42	-12.51666666	-40.3	TRUE
17	40	-12.51666666	-40.3	TRUE
18	36	-12.51666666	-40.3	TRUE
19	37	-12.51666666	-40.3	TRUE
20	38	-12.51666666	-40.3	TRUE
21	45	-12.51666666	-40.3	TRUE
22	56	-12.51666666	-40.3	TRUE
23	64	-12.51666666	-40.3	TRUE
24	68	-12.51666666	-40.3	TRUE
1	69	-12.11666666	-40.18333333	TRUE
2	75	-12.11666666	-40.18333333	TRUE
3	80	-12.11666666	-40.18333333	TRUE
4	84	-12.11666666	-40.18333333	TRUE
5	85	-12.11666666	-40.18333333	TRUE
6	86	-12.11666666	-40.18333333	TRUE
7	88	-12.11666666	-40.18333333	TRUE
8	88	-12.11666666	-40.18333333	TRUE
9	90	-12.11666666	-40.18333333	TRUE
10	91	-12.11666666	-40.18333333	TRUE
11	84	-12.11666666	-40.18333333	TRUE
12	77	-12.11666666	-40.18333333	TRUE
13	66	-12.11666666	-40.18333333	TRUE
14	58	-12.11666666	-40.18333333	TRUE
15	48	-12.11666666	-40.18333333	TRUE
16	39	-12.11666666	-40.18333333	TRUE
17	35	-12.11666666	-40.18333333	TRUE
18	32	-12.11666666	-40.18333333	TRUE
19	33	-12.11666666	-40.18333333	TRUE
20	33	-12.11666666	-40.18333333	TRUE
21	39	-12.11666666	-40.18333333	TRUE
22	51	-12.11666666	-40.18333333	TRUE
23	59	-12.11666666	-40.18333333	TRUE
24	64	-12.11666666	-40.18333333	TRUE
1	69	-8.41694443	-37.08333333	TRUE
2	71	-8.41694443	-37.08333333	TRUE
3	74	-8.41694443	-37.08333333	TRUE
4	75	-8.41694443	-37.08333333	TRUE
5	77	-8.41694443	-37.08333333	TRUE
6	78	-8.41694443	-37.08333333	TRUE
7	78	-8.41694443	-37.08333333	TRUE
8	78	-8.41694443	-37.08333333	TRUE
9	79	-8.41694443	-37.08333333	TRUE
10	75	-8.41694443	-37.08333333	TRUE
11	67	-8.41694443	-37.08333333	TRUE
12	60	-8.41694443	-37.08333333	TRUE
13	47	-8.41694443	-37.08333333	TRUE
14	41	-8.41694443	-37.08333333	TRUE
15	37	-8.41694443	-37.08333333	TRUE
16	35	-8.41694443	-37.08333333	TRUE
17	33	-8.41694443	-37.08333333	TRUE
18	30	-8.41694443	-37.08333333	TRUE
19	30	-8.41694443	-37.08333333	TRUE
20	36	-8.41694443	-37.08333333	TRUE
21	39	-8.41694443	-37.08333333	TRUE
22	43	-8.41694443	-37.08333333	TRUE
23	51	-8.41694443	-37.08333333	TRUE
24	65	-8.41694443	-37.08333333	TRUE
1	66	-7.33722221	-47.45972222	TRUE
2	72	-7.33722221	-47.45972222	TRUE
3	80	-7.33722221	-47.45972222	TRUE
4	78	-7.33722221	-47.45972222	TRUE
5	83	-7.33722221	-47.45972222	TRUE
6	85	-7.33722221	-47.45972222	TRUE
7	87	-7.33722221	-47.45972222	TRUE
8	87	-7.33722221	-47.45972222	TRUE
9	88	-7.33722221	-47.45972222	TRUE
10	89	-7.33722221	-47.45972222	TRUE
11	81	-7.33722221	-47.45972222	TRUE
12	73	-7.33722221	-47.45972222	TRUE
13	62	-7.33722221	-47.45972222	TRUE
14	54	-7.33722221	-47.45972222	TRUE
15	53	-7.33722221	-47.45972222	TRUE
16	48	-7.33722221	-47.45972222	TRUE
17	41	-7.33722221	-47.45972222	TRUE
18	41	-7.33722221	-47.45972222	TRUE
19	36	-7.33722221	-47.45972222	TRUE
20	37	-7.33722221	-47.45972222	TRUE
21	37	-7.33722221	-47.45972222	TRUE
22	43	-7.33722221	-47.45972222	TRUE
23	54	-7.33722221	-47.45972222	TRUE
24	62	-7.33722221	-47.45972222	TRUE
1	-9999	-5.62638888	-37.815	TRUE
2	-9999	-5.62638888	-37.815	TRUE
3	-9999	-5.62638888	-37.815	TRUE
4	-9999	-5.62638888	-37.815	TRUE
5	-9999	-5.62638888	-37.815	TRUE
6	-9999	-5.62638888	-37.815	TRUE
7	-9999	-5.62638888	-37.815	TRUE
8	-9999	-5.62638888	-37.815	TRUE
9	-9999	-5.62638888	-37.815	TRUE
10	-9999	-5.62638888	-37.815	TRUE
11	52	-5.62638888	-37.815	TRUE
12	42	-5.62638888	-37.815	TRUE
13	44	-5.62638888	-37.815	TRUE
14	38	-5.62638888	-37.815	TRUE
15	33	-5.62638888	-37.815	TRUE
16	30	-5.62638888	-37.815	TRUE
17	27	-5.62638888	-37.815	TRUE
18	25	-5.62638888	-37.815	TRUE
19	22	-5.62638888	-37.815	TRUE
20	23	-5.62638888	-37.815	TRUE
21	24	-5.62638888	-37.815	TRUE
22	26	-5.62638888	-37.815	TRUE
23	-9999	-5.62638888	-37.815	TRUE
24	-9999	-5.62638888	-37.815	TRUE
1	67	-13.33222221	-44.61722221	TRUE
2	71	-13.33222221	-44.61722221	TRUE
3	78	-13.33222221	-44.61722221	TRUE
4	80	-13.33222221	-44.61722221	TRUE
5	61	-13.33222221	-44.61722221	TRUE
6	69	-13.33222221	-44.61722221	TRUE
7	73	-13.33222221	-44.61722221	TRUE
8	74	-13.33222221	-44.61722221	TRUE
9	78	-13.33222221	-44.61722221	TRUE
10	80	-13.33222221	-44.61722221	TRUE
11	72	-13.33222221	-44.61722221	TRUE
12	66	-13.33222221	-44.61722221	TRUE
13	59	-13.33222221	-44.61722221	TRUE
14	52	-13.33222221	-44.61722221	TRUE
15	48	-13.33222221	-44.61722221	TRUE
16	40	-13.33222221	-44.61722221	TRUE
17	38	-13.33222221	-44.61722221	TRUE
18	35	-13.33222221	-44.61722221	TRUE
19	34	-13.33222221	-44.61722221	TRUE
20	32	-13.33222221	-44.61722221	TRUE
21	36	-13.33222221	-44.61722221	TRUE
22	39	-13.33222221	-44.61722221	TRUE
23	49	-13.33222221	-44.61722221	TRUE
24	57	-13.33222221	-44.61722221	TRUE
1	29	-12.19249999	-43.2125	TRUE
2	29	-12.19249999	-43.2125	TRUE
3	34	-12.19249999	-43.2125	TRUE
4	34	-12.19249999	-43.2125	TRUE
5	39	-12.19249999	-43.2125	TRUE
6	40	-12.19249999	-43.2125	TRUE
7	41	-12.19249999	-43.2125	TRUE
8	44	-12.19249999	-43.2125	TRUE
9	47	-12.19249999	-43.2125	TRUE
10	49	-12.19249999	-43.2125	TRUE
11	46	-12.19249999	-43.2125	TRUE
12	42	-12.19249999	-43.2125	TRUE
13	35	-12.19249999	-43.2125	TRUE
14	29	-12.19249999	-43.2125	TRUE
15	27	-12.19249999	-43.2125	TRUE
16	24	-12.19249999	-43.2125	TRUE
17	21	-12.19249999	-43.2125	TRUE
18	21	-12.19249999	-43.2125	TRUE
19	21	-12.19249999	-43.2125	TRUE
20	20	-12.19249999	-43.2125	TRUE
21	21	-12.19249999	-43.2125	TRUE
22	22	-12.19249999	-43.2125	TRUE
23	24	-12.19249999	-43.2125	TRUE
24	24	-12.19249999	-43.2125	TRUE
1	90	-13.90722222	-38.97222221	TRUE
2	93	-13.90722222	-38.97222221	TRUE
3	92	-13.90722222	-38.97222221	TRUE
4	94	-13.90722222	-38.97222221	TRUE
5	95	-13.90722222	-38.97222221	TRUE
6	95	-13.90722222	-38.97222221	TRUE
7	95	-13.90722222	-38.97222221	TRUE
8	95	-13.90722222	-38.97222221	TRUE
9	95	-13.90722222	-38.97222221	TRUE
10	95	-13.90722222	-38.97222221	TRUE
11	94	-13.90722222	-38.97222221	TRUE
12	89	-13.90722222	-38.97222221	TRUE
13	81	-13.90722222	-38.97222221	TRUE
14	73	-13.90722222	-38.97222221	TRUE
15	73	-13.90722222	-38.97222221	TRUE
16	66	-13.90722222	-38.97222221	TRUE
17	67	-13.90722222	-38.97222221	TRUE
18	69	-13.90722222	-38.97222221	TRUE
19	69	-13.90722222	-38.97222221	TRUE
20	72	-13.90722222	-38.97222221	TRUE
21	74	-13.90722222	-38.97222221	TRUE
22	79	-13.90722222	-38.97222221	TRUE
23	83	-13.90722222	-38.97222221	TRUE
24	84	-13.90722222	-38.97222221	TRUE
1	83	-13.52833332	-40.11972221	TRUE
2	82	-13.52833332	-40.11972221	TRUE
3	84	-13.52833332	-40.11972221	TRUE
4	89	-13.52833332	-40.11972221	TRUE
5	86	-13.52833332	-40.11972221	TRUE
6	88	-13.52833332	-40.11972221	TRUE
7	88	-13.52833332	-40.11972221	TRUE
8	89	-13.52833332	-40.11972221	TRUE
9	90	-13.52833332	-40.11972221	TRUE
10	92	-13.52833332	-40.11972221	TRUE
11	78	-13.52833332	-40.11972221	TRUE
12	70	-13.52833332	-40.11972221	TRUE
13	59	-13.52833332	-40.11972221	TRUE
14	52	-13.52833332	-40.11972221	TRUE
15	47	-13.52833332	-40.11972221	TRUE
16	43	-13.52833332	-40.11972221	TRUE
17	40	-13.52833332	-40.11972221	TRUE
18	43	-13.52833332	-40.11972221	TRUE
19	40	-13.52833332	-40.11972221	TRUE
20	43	-13.52833332	-40.11972221	TRUE
21	54	-13.52833332	-40.11972221	TRUE
22	72	-13.52833332	-40.11972221	TRUE
23	79	-13.52833332	-40.11972221	TRUE
24	83	-13.52833332	-40.11972221	TRUE
1	66	-10.08083332	-38.34583333	TRUE
2	72	-10.08083332	-38.34583333	TRUE
3	74	-10.08083332	-38.34583333	TRUE
4	75	-10.08083332	-38.34583333	TRUE
5	75	-10.08083332	-38.34583333	TRUE
6	77	-10.08083332	-38.34583333	TRUE
7	79	-10.08083332	-38.34583333	TRUE
8	79	-10.08083332	-38.34583333	TRUE
9	80	-10.08083332	-38.34583333	TRUE
10	81	-10.08083332	-38.34583333	TRUE
11	72	-10.08083332	-38.34583333	TRUE
12	60	-10.08083332	-38.34583333	TRUE
13	56	-10.08083332	-38.34583333	TRUE
14	46	-10.08083332	-38.34583333	TRUE
15	34	-10.08083332	-38.34583333	TRUE
16	35	-10.08083332	-38.34583333	TRUE
17	31	-10.08083332	-38.34583333	TRUE
18	29	-10.08083332	-38.34583333	TRUE
19	31	-10.08083332	-38.34583333	TRUE
20	33	-10.08083332	-38.34583333	TRUE
21	38	-10.08083332	-38.34583333	TRUE
22	44	-10.08083332	-38.34583333	TRUE
23	51	-10.08083332	-38.34583333	TRUE
24	58	-10.08083332	-38.34583333	TRUE
1	41	-4.82138888	-43.3436111	TRUE
2	49	-4.82138888	-43.3436111	TRUE
3	63	-4.82138888	-43.3436111	TRUE
4	64	-4.82138888	-43.3436111	TRUE
5	67	-4.82138888	-43.3436111	TRUE
6	72	-4.82138888	-43.3436111	TRUE
7	77	-4.82138888	-43.3436111	TRUE
8	79	-4.82138888	-43.3436111	TRUE
9	80	-4.82138888	-43.3436111	TRUE
10	81	-4.82138888	-43.3436111	TRUE
11	69	-4.82138888	-43.3436111	TRUE
12	60	-4.82138888	-43.3436111	TRUE
13	48	-4.82138888	-43.3436111	TRUE
14	40	-4.82138888	-43.3436111	TRUE
15	38	-4.82138888	-43.3436111	TRUE
16	32	-4.82138888	-43.3436111	TRUE
17	28	-4.82138888	-43.3436111	TRUE
18	26	-4.82138888	-43.3436111	TRUE
19	25	-4.82138888	-43.3436111	TRUE
20	24	-4.82138888	-43.3436111	TRUE
21	25	-4.82138888	-43.3436111	TRUE
22	29	-4.82138888	-43.3436111	TRUE
23	40	-4.82138888	-43.3436111	TRUE
24	47	-4.82138888	-43.3436111	TRUE
1	76	-8.05916666	-34.95944444	TRUE
2	76	-8.05916666	-34.95944444	TRUE
3	76	-8.05916666	-34.95944444	TRUE
4	75	-8.05916666	-34.95944444	TRUE
5	76	-8.05916666	-34.95944444	TRUE
6	77	-8.05916666	-34.95944444	TRUE
7	75	-8.05916666	-34.95944444	TRUE
8	78	-8.05916666	-34.95944444	TRUE
9	79	-8.05916666	-34.95944444	TRUE
10	73	-8.05916666	-34.95944444	TRUE
11	70	-8.05916666	-34.95944444	TRUE
12	61	-8.05916666	-34.95944444	TRUE
13	60	-8.05916666	-34.95944444	TRUE
14	64	-8.05916666	-34.95944444	TRUE
15	61	-8.05916666	-34.95944444	TRUE
16	61	-8.05916666	-34.95944444	TRUE
17	80	-8.05916666	-34.95944444	TRUE
18	69	-8.05916666	-34.95944444	TRUE
19	65	-8.05916666	-34.95944444	TRUE
20	68	-8.05916666	-34.95944444	TRUE
21	72	-8.05916666	-34.95944444	TRUE
22	73	-8.05916666	-34.95944444	TRUE
23	75	-8.05916666	-34.95944444	TRUE
24	76	-8.05916666	-34.95944444	TRUE
1	48	-11.05222222	-45.20083333	TRUE
2	60	-11.05222222	-45.20083333	TRUE
3	60	-11.05222222	-45.20083333	TRUE
4	63	-11.05222222	-45.20083333	TRUE
5	70	-11.05222222	-45.20083333	TRUE
6	74	-11.05222222	-45.20083333	TRUE
7	71	-11.05222222	-45.20083333	TRUE
8	71	-11.05222222	-45.20083333	TRUE
9	79	-11.05222222	-45.20083333	TRUE
10	68	-11.05222222	-45.20083333	TRUE
11	-9999	-11.05222222	-45.20083333	TRUE
12	47	-11.05222222	-45.20083333	TRUE
13	44	-11.05222222	-45.20083333	TRUE
14	40	-11.05222222	-45.20083333	TRUE
15	36	-11.05222222	-45.20083333	TRUE
16	32	-11.05222222	-45.20083333	TRUE
17	29	-11.05222222	-45.20083333	TRUE
18	27	-11.05222222	-45.20083333	TRUE
19	25	-11.05222222	-45.20083333	TRUE
20	27	-11.05222222	-45.20083333	TRUE
21	25	-11.05222222	-45.20083333	TRUE
22	31	-11.05222222	-45.20083333	TRUE
23	37	-11.05222222	-45.20083333	TRUE
24	48	-11.05222222	-45.20083333	TRUE
1	92	-14.65944444	-39.1811111	TRUE
2	94	-14.65944444	-39.1811111	TRUE
3	95	-14.65944444	-39.1811111	TRUE
4	95	-14.65944444	-39.1811111	TRUE
5	96	-14.65944444	-39.1811111	TRUE
6	96	-14.65944444	-39.1811111	TRUE
7	96	-14.65944444	-39.1811111	TRUE
8	96	-14.65944444	-39.1811111	TRUE
9	96	-14.65944444	-39.1811111	TRUE
10	96	-14.65944444	-39.1811111	TRUE
11	93	-14.65944444	-39.1811111	TRUE
12	95	-14.65944444	-39.1811111	TRUE
13	88	-14.65944444	-39.1811111	TRUE
14	80	-14.65944444	-39.1811111	TRUE
15	66	-14.65944444	-39.1811111	TRUE
16	68	-14.65944444	-39.1811111	TRUE
17	64	-14.65944444	-39.1811111	TRUE
18	68	-14.65944444	-39.1811111	TRUE
19	72	-14.65944444	-39.1811111	TRUE
20	71	-14.65944444	-39.1811111	TRUE
21	79	-14.65944444	-39.1811111	TRUE
22	82	-14.65944444	-39.1811111	TRUE
23	83	-14.65944444	-39.1811111	TRUE
24	85	-14.65944444	-39.1811111	TRUE
1	77	-7.24249999	-35.88888888	TRUE
2	81	-7.24249999	-35.88888888	TRUE
3	82	-7.24249999	-35.88888888	TRUE
4	84	-7.24249999	-35.88888888	TRUE
5	85	-7.24249999	-35.88888888	TRUE
6	86	-7.24249999	-35.88888888	TRUE
7	87	-7.24249999	-35.88888888	TRUE
8	86	-7.24249999	-35.88888888	TRUE
9	84	-7.24249999	-35.88888888	TRUE
10	85	-7.24249999	-35.88888888	TRUE
11	76	-7.24249999	-35.88888888	TRUE
12	66	-7.24249999	-35.88888888	TRUE
13	63	-7.24249999	-35.88888888	TRUE
14	51	-7.24249999	-35.88888888	TRUE
15	45	-7.24249999	-35.88888888	TRUE
16	43	-7.24249999	-35.88888888	TRUE
17	40	-7.24249999	-35.88888888	TRUE
18	42	-7.24249999	-35.88888888	TRUE
19	47	-7.24249999	-35.88888888	TRUE
20	54	-7.24249999	-35.88888888	TRUE
21	60	-7.24249999	-35.88888888	TRUE
22	59	-7.24249999	-35.88888888	TRUE
23	70	-7.24249999	-35.88888888	TRUE
24	73	-7.24249999	-35.88888888	TRUE
1	71	-3.48388888	-39.58833333	TRUE
2	73	-3.48388888	-39.58833333	TRUE
3	72	-3.48388888	-39.58833333	TRUE
4	73	-3.48388888	-39.58833333	TRUE
5	74	-3.48388888	-39.58833333	TRUE
6	74	-3.48388888	-39.58833333	TRUE
7	73	-3.48388888	-39.58833333	TRUE
8	71	-3.48388888	-39.58833333	TRUE
9	72	-3.48388888	-39.58833333	TRUE
10	68	-3.48388888	-39.58833333	TRUE
11	63	-3.48388888	-39.58833333	TRUE
12	47	-3.48388888	-39.58833333	TRUE
13	45	-3.48388888	-39.58833333	TRUE
14	40	-3.48388888	-39.58833333	TRUE
15	36	-3.48388888	-39.58833333	TRUE
16	31	-3.48388888	-39.58833333	TRUE
17	29	-3.48388888	-39.58833333	TRUE
18	27	-3.48388888	-39.58833333	TRUE
19	31	-3.48388888	-39.58833333	TRUE
20	36	-3.48388888	-39.58833333	TRUE
21	45	-3.48388888	-39.58833333	TRUE
22	57	-3.48388888	-39.58833333	TRUE
23	62	-3.48388888	-39.58833333	TRUE
24	63	-3.48388888	-39.58833333	TRUE
1	55	-7.89138888	-37.11527777	TRUE
2	61	-7.89138888	-37.11527777	TRUE
3	64	-7.89138888	-37.11527777	TRUE
4	67	-7.89138888	-37.11527777	TRUE
5	69	-7.89138888	-37.11527777	TRUE
6	70	-7.89138888	-37.11527777	TRUE
7	71	-7.89138888	-37.11527777	TRUE
8	73	-7.89138888	-37.11527777	TRUE
9	75	-7.89138888	-37.11527777	TRUE
10	66	-7.89138888	-37.11527777	TRUE
11	60	-7.89138888	-37.11527777	TRUE
12	53	-7.89138888	-37.11527777	TRUE
13	44	-7.89138888	-37.11527777	TRUE
14	40	-7.89138888	-37.11527777	TRUE
15	32	-7.89138888	-37.11527777	TRUE
16	29	-7.89138888	-37.11527777	TRUE
17	26	-7.89138888	-37.11527777	TRUE
18	26	-7.89138888	-37.11527777	TRUE
19	26	-7.89138888	-37.11527777	TRUE
20	28	-7.89138888	-37.11527777	TRUE
21	30	-7.89138888	-37.11527777	TRUE
22	33	-7.89138888	-37.11527777	TRUE
23	41	-7.89138888	-37.11527777	TRUE
24	48	-7.89138888	-37.11527777	TRUE
1	44	-6.45972222	-37.08888888	TRUE
2	51	-6.45972222	-37.08888888	TRUE
3	53	-6.45972222	-37.08888888	TRUE
4	56	-6.45972222	-37.08888888	TRUE
5	59	-6.45972222	-37.08888888	TRUE
6	63	-6.45972222	-37.08888888	TRUE
7	64	-6.45972222	-37.08888888	TRUE
8	66	-6.45972222	-37.08888888	TRUE
9	67	-6.45972222	-37.08888888	TRUE
10	62	-6.45972222	-37.08888888	TRUE
11	56	-6.45972222	-37.08888888	TRUE
12	48	-6.45972222	-37.08888888	TRUE
13	43	-6.45972222	-37.08888888	TRUE
14	33	-6.45972222	-37.08888888	TRUE
15	29	-6.45972222	-37.08888888	TRUE
16	27	-6.45972222	-37.08888888	TRUE
17	24	-6.45972222	-37.08888888	TRUE
18	23	-6.45972222	-37.08888888	TRUE
19	21	-6.45972222	-37.08888888	TRUE
20	23	-6.45972222	-37.08888888	TRUE
21	26	-6.45972222	-37.08888888	TRUE
22	29	-6.45972222	-37.08888888	TRUE
23	34	-6.45972222	-37.08888888	TRUE
24	41	-6.45972222	-37.08888888	TRUE
1	93	-16.08805555	-39.21555555	TRUE
2	94	-16.08805555	-39.21555555	TRUE
3	94	-16.08805555	-39.21555555	TRUE
4	94	-16.08805555	-39.21555555	TRUE
5	95	-16.08805555	-39.21555555	TRUE
6	95	-16.08805555	-39.21555555	TRUE
7	95	-16.08805555	-39.21555555	TRUE
8	95	-16.08805555	-39.21555555	TRUE
9	95	-16.08805555	-39.21555555	TRUE
10	95	-16.08805555	-39.21555555	TRUE
11	95	-16.08805555	-39.21555555	TRUE
12	92	-16.08805555	-39.21555555	TRUE
13	87	-16.08805555	-39.21555555	TRUE
14	83	-16.08805555	-39.21555555	TRUE
15	89	-16.08805555	-39.21555555	TRUE
16	84	-16.08805555	-39.21555555	TRUE
17	84	-16.08805555	-39.21555555	TRUE
18	89	-16.08805555	-39.21555555	TRUE
19	92	-16.08805555	-39.21555555	TRUE
20	92	-16.08805555	-39.21555555	TRUE
21	92	-16.08805555	-39.21555555	TRUE
22	93	-16.08805555	-39.21555555	TRUE
23	94	-16.08805555	-39.21555555	TRUE
24	94	-16.08805555	-39.21555555	TRUE
1	77	-2.27083332	-43.62388888	TRUE
2	77	-2.27083332	-43.62388888	TRUE
3	78	-2.27083332	-43.62388888	TRUE
4	76	-2.27083332	-43.62388888	TRUE
5	75	-2.27083332	-43.62388888	TRUE
6	74	-2.27083332	-43.62388888	TRUE
7	74	-2.27083332	-43.62388888	TRUE
8	75	-2.27083332	-43.62388888	TRUE
9	74	-2.27083332	-43.62388888	TRUE
10	73	-2.27083332	-43.62388888	TRUE
11	73	-2.27083332	-43.62388888	TRUE
12	69	-2.27083332	-43.62388888	TRUE
13	67	-2.27083332	-43.62388888	TRUE
14	66	-2.27083332	-43.62388888	TRUE
15	67	-2.27083332	-43.62388888	TRUE
16	67	-2.27083332	-43.62388888	TRUE
17	62	-2.27083332	-43.62388888	TRUE
18	62	-2.27083332	-43.62388888	TRUE
19	63	-2.27083332	-43.62388888	TRUE
20	67	-2.27083332	-43.62388888	TRUE
21	70	-2.27083332	-43.62388888	TRUE
22	73	-2.27083332	-43.62388888	TRUE
23	74	-2.27083332	-43.62388888	TRUE
24	74	-2.27083332	-43.62388888	TRUE
1	28	-8.44305555	-43.86472222	TRUE
2	30	-8.44305555	-43.86472222	TRUE
3	30	-8.44305555	-43.86472222	TRUE
4	38	-8.44305555	-43.86472222	TRUE
5	47	-8.44305555	-43.86472222	TRUE
6	41	-8.44305555	-43.86472222	TRUE
7	47	-8.44305555	-43.86472222	TRUE
8	47	-8.44305555	-43.86472222	TRUE
9	53	-8.44305555	-43.86472222	TRUE
10	48	-8.44305555	-43.86472222	TRUE
11	43	-8.44305555	-43.86472222	TRUE
12	40	-8.44305555	-43.86472222	TRUE
13	34	-8.44305555	-43.86472222	TRUE
14	30	-8.44305555	-43.86472222	TRUE
15	26	-8.44305555	-43.86472222	TRUE
16	24	-8.44305555	-43.86472222	TRUE
17	21	-8.44305555	-43.86472222	TRUE
18	18	-8.44305555	-43.86472222	TRUE
19	16	-8.44305555	-43.86472222	TRUE
20	17	-8.44305555	-43.86472222	TRUE
21	17	-8.44305555	-43.86472222	TRUE
22	19	-8.44305555	-43.86472222	TRUE
23	22	-8.44305555	-43.86472222	TRUE
24	25	-8.44305555	-43.86472222	TRUE
1	61	-8.50944444	-37.71138888	TRUE
2	66	-8.50944444	-37.71138888	TRUE
3	66	-8.50944444	-37.71138888	TRUE
4	68	-8.50944444	-37.71138888	TRUE
5	71	-8.50944444	-37.71138888	TRUE
6	71	-8.50944444	-37.71138888	TRUE
7	74	-8.50944444	-37.71138888	TRUE
8	78	-8.50944444	-37.71138888	TRUE
9	80	-8.50944444	-37.71138888	TRUE
10	75	-8.50944444	-37.71138888	TRUE
11	63	-8.50944444	-37.71138888	TRUE
12	51	-8.50944444	-37.71138888	TRUE
13	43	-8.50944444	-37.71138888	TRUE
14	37	-8.50944444	-37.71138888	TRUE
15	33	-8.50944444	-37.71138888	TRUE
16	30	-8.50944444	-37.71138888	TRUE
17	27	-8.50944444	-37.71138888	TRUE
18	27	-8.50944444	-37.71138888	TRUE
19	25	-8.50944444	-37.71138888	TRUE
20	26	-8.50944444	-37.71138888	TRUE
21	27	-8.50944444	-37.71138888	TRUE
22	37	-8.50944444	-37.71138888	TRUE
23	40	-8.50944444	-37.71138888	TRUE
24	48	-8.50944444	-37.71138888	TRUE
1	70	-4.90388888	-37.36694443	TRUE
2	61	-4.90388888	-37.36694443	TRUE
3	59	-4.90388888	-37.36694443	TRUE
4	63	-4.90388888	-37.36694443	TRUE
5	64	-4.90388888	-37.36694443	TRUE
6	66	-4.90388888	-37.36694443	TRUE
7	68	-4.90388888	-37.36694443	TRUE
8	70	-4.90388888	-37.36694443	TRUE
9	70	-4.90388888	-37.36694443	TRUE
10	65	-4.90388888	-37.36694443	TRUE
11	62	-4.90388888	-37.36694443	TRUE
12	51	-4.90388888	-37.36694443	TRUE
13	47	-4.90388888	-37.36694443	TRUE
14	43	-4.90388888	-37.36694443	TRUE
15	36	-4.90388888	-37.36694443	TRUE
16	37	-4.90388888	-37.36694443	TRUE
17	46	-4.90388888	-37.36694443	TRUE
18	45	-4.90388888	-37.36694443	TRUE
19	51	-4.90388888	-37.36694443	TRUE
20	49	-4.90388888	-37.36694443	TRUE
21	58	-4.90388888	-37.36694443	TRUE
22	61	-4.90388888	-37.36694443	TRUE
23	67	-4.90388888	-37.36694443	TRUE
24	68	-4.90388888	-37.36694443	TRUE
1	34	-9.87472221	-45.34638888	TRUE
2	32	-9.87472221	-45.34638888	TRUE
3	32	-9.87472221	-45.34638888	TRUE
4	31	-9.87472221	-45.34638888	TRUE
5	33	-9.87472221	-45.34638888	TRUE
